"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle"
"S1A_IW_GRDH_1SDV_20200421T224415_20200421T224440_032232_03BA74_7ECA","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","32232","135","146","2020-04-21T22:44:40.000000","2020-04-21T22:44:15.000000","GRD_HD","2020-04-21T22:44:15.000000","2020-04-21T22:44:40.000000","45.9244","-72.8937","44.964653","-74.313988","45.361885","-71.090179","46.463604","-74.73069","46.860809","-71.41909","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200421T224415_20200421T224440_032232_03BA74_7ECA.zip","987.4518985748291","None","None","0","S1A_IWDV_0146_0151_032232_135",""
"S1A_IW_GRDH_1SDV_20200409T224414_20200409T224439_032057_03B455_D921","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","32057","135","146","2020-04-09T22:44:39.000000","2020-04-09T22:44:14.000000","GRD_HD","2020-04-09T22:44:14.000000","2020-04-09T22:44:39.000000","45.9244","-72.8941","44.964725","-74.314262","45.36198","-71.090584","46.463585","-74.730972","46.860813","-71.41951","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200409T224414_20200409T224439_032057_03B455_D921.zip","993.1252908706665","None","None","0","S1A_IWDV_0146_0151_032057_135",""
"S1A_IW_GRDH_1SDV_20200328T224414_20200328T224439_031882_03AE21_38B6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","31882","135","146","2020-03-28T22:44:39.000000","2020-03-28T22:44:14.000000","GRD_HD","2020-03-28T22:44:14.000000","2020-03-28T22:44:39.000000","45.9242","-72.8953","44.964424","-74.315643","45.361763","-71.091621","46.463371","-74.732422","46.860687","-71.420593","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200328T224414_20200328T224439_031882_03AE21_38B6.zip","981.8037786483765","None","None","0","S1A_IWDV_0146_0151_031882_135",""
"S1A_IW_GRDH_1SDV_20200316T224414_20200316T224439_031707_03A7FB_1A46","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","31707","135","146","2020-03-16T22:44:39.000000","2020-03-16T22:44:14.000000","GRD_HD","2020-03-16T22:44:14.000000","2020-03-16T22:44:39.000000","45.9242","-72.8961","44.964409","-74.316429","45.361786","-71.092407","46.463348","-74.733246","46.860703","-71.421425","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200316T224414_20200316T224439_031707_03A7FB_1A46.zip","970.5577259063721","None","None","0","S1A_IWDV_0146_0151_031707_135",""
"S1A_IW_GRDH_1SDV_20200304T224414_20200304T224439_031532_03A1EE_7587","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","31532","135","146","2020-03-04T22:44:39.000000","2020-03-04T22:44:14.000000","GRD_HD","2020-03-04T22:44:14.000000","2020-03-04T22:44:39.000000","45.9259","-72.8814","44.964455","-74.31575","45.364841","-71.063713","46.463364","-74.732544","46.863705","-71.391937","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200304T224414_20200304T224439_031532_03A1EE_7587.zip","952.7981128692627","None","None","0","S1A_IWDV_0146_0151_031532_135",""
"S1A_IW_GRDH_1SDV_20200221T224414_20200221T224439_031357_039BDC_5856","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","31357","135","146","2020-02-21T22:44:39.000000","2020-02-21T22:44:14.000000","GRD_HD","2020-02-21T22:44:14.000000","2020-02-21T22:44:39.000000","45.926","-72.8806","44.964546","-74.31514","45.364906","-71.062965","46.463371","-74.731873","46.863682","-71.391129","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200221T224414_20200221T224439_031357_039BDC_5856.zip","955.195460319519","None","None","0","S1A_IWDV_0146_0151_031357_135",""
"S1A_IW_GRDH_1SDV_20200209T224414_20200209T224439_031182_0395D9_80B9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","31182","135","146","2020-02-09T22:44:39.000000","2020-02-09T22:44:14.000000","GRD_HD","2020-02-09T22:44:14.000000","2020-02-09T22:44:39.000000","45.9243","-72.8946","44.964531","-74.315117","45.361851","-71.090813","46.463387","-74.731842","46.86068","-71.419746","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200209T224414_20200209T224439_031182_0395D9_80B9.zip","949.753830909729","None","None","0","S1A_IWDV_0146_0151_031182_135",""
"S1A_IW_GRDH_1SDV_20200128T224414_20200128T224439_031007_038FBF_344C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","31007","135","146","2020-01-28T22:44:39.000000","2020-01-28T22:44:14.000000","GRD_HD","2020-01-28T22:44:14.000000","2020-01-28T22:44:39.000000","45.9242","-72.8957","44.964382","-74.316132","45.361774","-71.091858","46.463318","-74.732964","46.860691","-71.420891","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200128T224414_20200128T224439_031007_038FBF_344C.zip","948.2402772903442","None","None","0","S1A_IWDV_0146_0151_031007_135",""
"S1A_IW_GRDH_1SDV_20200116T224415_20200116T224440_030832_038996_6C7C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","30832","135","146","2020-01-16T22:44:40.000000","2020-01-16T22:44:15.000000","GRD_HD","2020-01-16T22:44:15.000000","2020-01-16T22:44:40.000000","45.9241","-72.8962","44.964359","-74.316658","45.361801","-71.09227","46.463203","-74.733505","46.860622","-71.42131","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200116T224415_20200116T224440_030832_038996_6C7C.zip","946.9373741149902","None","None","0","S1A_IWDV_0146_0151_030832_135",""
"S1A_IW_GRDH_1SDV_20200104T224415_20200104T224440_030657_038378_9B85","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","30657","135","146","2020-01-04T22:44:40.000000","2020-01-04T22:44:15.000000","GRD_HD","2020-01-04T22:44:15.000000","2020-01-04T22:44:40.000000","45.9259","-72.8815","44.964409","-74.316093","45.364861","-71.063683","46.463223","-74.73291","46.863632","-71.39193","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20200104T224415_20200104T224440_030657_038378_9B85.zip","953.180853843689","None","None","0","S1A_IWDV_0146_0151_030657_135",""
