"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle"
"S1A_IW_GRDH_1SDV_20190828T230828_20190828T230852_028776_034258_5E65","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28776","4","140","2019-08-28T23:08:52.000000","2019-08-28T23:08:28.000000","GRD_HD","2019-08-28T23:08:28.000000","2019-08-28T23:08:52.000000","44.1698","-78.6496","43.224125","-80.038216","43.624336","-76.891182","44.693333","-80.437538","45.093262","-77.211372","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190828T230828_20190828T230852_028776_034258_5E65.zip","882.6407642364502","None","None","0","S1A_IWDV_0140_0145_028776_004",""
"S1A_IW_GRDH_1SDV_20190816T230827_20190816T230852_028601_033C30_EB3E","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28601","4","140","2019-08-16T23:08:52.000000","2019-08-16T23:08:27.000000","GRD_HD","2019-08-16T23:08:27.000000","2019-08-16T23:08:52.000000","44.1698","-78.6503","43.224113","-80.038864","43.62431","-76.891945","44.693233","-80.438164","45.093143","-77.21212","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190816T230827_20190816T230852_028601_033C30_EB3E.zip","873.196816444397","None","None","0","S1A_IWDV_0140_0145_028601_004",""
"S1A_IW_GRDH_1SDV_20190804T230827_20190804T230851_028426_033652_227C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28426","4","140","2019-08-04T23:08:51.000000","2019-08-04T23:08:27.000000","GRD_HD","2019-08-04T23:08:27.000000","2019-08-04T23:08:51.000000","44.1696","-78.651","43.223789","-80.039558","43.624062","-76.892555","44.693176","-80.43898","45.093166","-77.21283","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190804T230827_20190804T230851_028426_033652_227C.zip","869.7375869750977","None","None","0","S1A_IWDV_0140_0145_028426_004",""
"S1A_IW_GRDH_1SDV_20190723T230826_20190723T230850_028251_0330F6_5B24","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28251","4","140","2019-07-23T23:08:50.000000","2019-07-23T23:08:26.000000","GRD_HD","2019-07-23T23:08:26.000000","2019-07-23T23:08:50.000000","44.1696","-78.6516","43.223866","-80.040154","43.624168","-76.89315","44.692982","-80.439529","45.092995","-77.213402","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190723T230826_20190723T230850_028251_0330F6_5B24.zip","874.5577421188354","None","None","0","S1A_IWDV_0140_0145_028251_004",""
"S1A_IW_GRDH_1SDV_20190711T230825_20190711T230849_028076_032BAF_99BB","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28076","4","140","2019-07-11T23:08:49.000000","2019-07-11T23:08:25.000000","GRD_HD","2019-07-11T23:08:25.000000","2019-07-11T23:08:49.000000","44.1699","-78.6506","43.223995","-80.039062","43.624249","-76.892166","44.693649","-80.438553","45.093616","-77.212502","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190711T230825_20190711T230849_028076_032BAF_99BB.zip","883.5639495849609","None","None","0","S1A_IWDV_0140_0145_028076_004",""
"S1A_IW_GRDH_1SDV_20190629T230824_20190629T230849_027901_032662_66E9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27901","4","140","2019-06-29T23:08:49.000000","2019-06-29T23:08:24.000000","GRD_HD","2019-06-29T23:08:24.000000","2019-06-29T23:08:49.000000","44.1698","-78.6504","43.2239","-80.039009","43.624138","-76.891991","44.69347","-80.438454","45.093418","-77.21228","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190629T230824_20190629T230849_027901_032662_66E9.zip","879.7711772918701","None","None","0","S1A_IWDV_0140_0145_027901_004",""
"S1A_IW_GRDH_1SDV_20190617T230824_20190617T230848_027726_032128_CDC0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27726","4","140","2019-06-17T23:08:48.000000","2019-06-17T23:08:24.000000","GRD_HD","2019-06-17T23:08:24.000000","2019-06-17T23:08:48.000000","44.1697","-78.6496","43.223839","-80.0382","43.624062","-76.891182","44.693401","-80.437622","45.093338","-77.211449","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190617T230824_20190617T230848_027726_032128_CDC0.zip","871.3508968353271","None","None","0","S1A_IWDV_0140_0145_027726_004",""
"S1A_IW_GRDH_1SDV_20190605T230823_20190605T230847_027551_031BE4_B7EE","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27551","4","140","2019-06-05T23:08:47.000000","2019-06-05T23:08:23.000000","GRD_HD","2019-06-05T23:08:23.000000","2019-06-05T23:08:47.000000","44.1696","-78.6506","43.223682","-80.039116","43.623936","-76.892105","44.693333","-80.438576","45.0933","-77.212418","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190605T230823_20190605T230847_027551_031BE4_B7EE.zip","890.4105424880981","None","None","0","S1A_IWDV_0140_0145_027551_004",""
"S1A_IW_GRDH_1SDV_20190512T230822_20190512T230846_027201_031102_9047","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27201","4","140","2019-05-12T23:08:46.000000","2019-05-12T23:08:22.000000","GRD_HD","2019-05-12T23:08:22.000000","2019-05-12T23:08:46.000000","44.1698","-78.6516","43.22366","-80.040077","43.62397","-76.893089","44.693657","-80.439697","45.093681","-77.213531","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190512T230822_20190512T230846_027201_031102_9047.zip","905.0503568649292","None","None","0","S1A_IWDV_0140_0145_027201_004",""
"S1A_IW_GRDH_1SDV_20190430T230821_20190430T230846_027026_030B18_6819","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27026","4","140","2019-04-30T23:08:46.000000","2019-04-30T23:08:21.000000","GRD_HD","2019-04-30T23:08:21.000000","2019-04-30T23:08:46.000000","44.1696","-78.6516","43.223797","-80.040161","43.624046","-76.89315","44.693085","-80.439545","45.093048","-77.213394","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190430T230821_20190430T230846_027026_030B18_6819.zip","873.1647567749023","None","None","0","S1A_IWDV_0140_0145_027026_004",""
"S1A_IW_GRDH_1SDV_20190424T111252_20190424T111328_026931_0307A7_261A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26931","84","442","2019-04-24T11:13:28.000000","2019-04-24T11:12:52.000000","GRD_HD","2019-04-24T11:12:52.000000","2019-04-24T11:13:28.000000","44.9233","-76.1999","45.776604","-74.336067","46.165432","-77.539803","43.659107","-74.922371","44.048008","-78.010529","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190424T111252_20190424T111328_026931_0307A7_261A.zip","1327.885305404663","None","None","0","S1A_IWDV_0442_0449_026931_084",""
"S1A_IW_GRDH_1SDV_20190418T230821_20190418T230845_026851_0304BD_5B22","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26851","4","140","2019-04-18T23:08:45.000000","2019-04-18T23:08:21.000000","GRD_HD","2019-04-18T23:08:21.000000","2019-04-18T23:08:45.000000","44.1697","-78.6511","43.223927","-80.03965","43.624149","-76.892754","44.693218","-80.439018","45.093151","-77.212982","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190418T230821_20190418T230845_026851_0304BD_5B22.zip","888.3792867660522","None","None","0","S1A_IWDV_0140_0145_026851_004",""
"S1A_IW_GRDH_1SDV_20190406T230820_20190406T230845_026676_02FE61_F190","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26676","4","140","2019-04-06T23:08:45.000000","2019-04-06T23:08:20.000000","GRD_HD","2019-04-06T23:08:20.000000","2019-04-06T23:08:45.000000","44.1693","-78.6512","43.223343","-80.039864","43.623615","-76.892632","44.692997","-80.439316","45.092983","-77.212921","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190406T230820_20190406T230845_026676_02FE61_F190.zip","875.3204946517944","None","None","0","S1A_IWDV_0140_0145_026676_004",""
"S1A_IW_GRDH_1SDV_20190325T230820_20190325T230845_026501_02F7F0_B58B","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26501","4","140","2019-03-25T23:08:45.000000","2019-03-25T23:08:20.000000","GRD_HD","2019-03-25T23:08:20.000000","2019-03-25T23:08:45.000000","44.1693","-78.6526","43.223305","-80.041306","43.623653","-76.894096","44.692966","-80.440704","45.093025","-77.21434","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190325T230820_20190325T230845_026501_02F7F0_B58B.zip","879.632550239563","None","None","0","S1A_IWDV_0140_0145_026501_004",""
"S1A_IW_GRDH_1SDV_20190313T230820_20190313T230844_026326_02F180_E24D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26326","4","140","2019-03-13T23:08:44.000000","2019-03-13T23:08:20.000000","GRD_HD","2019-03-13T23:08:20.000000","2019-03-13T23:08:44.000000","44.1692","-78.6524","43.223244","-80.041069","43.623615","-76.89386","44.692711","-80.440521","45.092796","-77.214165","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190313T230820_20190313T230844_026326_02F180_E24D.zip","878.544921875","None","None","0","S1A_IWDV_0140_0145_026326_004",""
"S1A_IW_GRDH_1SDV_20190301T230820_20190301T230844_026151_02EB1A_54E0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26151","4","140","2019-03-01T23:08:44.000000","2019-03-01T23:08:20.000000","GRD_HD","2019-03-01T23:08:20.000000","2019-03-01T23:08:44.000000","44.1697","-78.6525","43.223236","-80.041077","43.623577","-76.893738","44.693867","-80.440804","45.093922","-77.214256","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190301T230820_20190301T230844_026151_02EB1A_54E0.zip","854.9697713851929","None","None","0","S1A_IWDV_0140_0145_026151_004",""
"S1A_IW_GRDH_1SDV_20190217T230820_20190217T230844_025976_02E4D4_1038","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25976","4","140","2019-02-17T23:08:44.000000","2019-02-17T23:08:20.000000","GRD_HD","2019-02-17T23:08:20.000000","2019-02-17T23:08:44.000000","44.1696","-78.6513","43.223366","-80.040001","43.623676","-76.892647","44.693542","-80.439651","45.093567","-77.213104","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190217T230820_20190217T230844_025976_02E4D4_1038.zip","865.874942779541","None","None","0","S1A_IWDV_0140_0145_025976_004",""
"S1A_IW_GRDH_1SDV_20190124T230820_20190124T230845_025626_02D84E_7D45","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25626","4","140","2019-01-24T23:08:45.000000","2019-01-24T23:08:20.000000","GRD_HD","2019-01-24T23:08:20.000000","2019-01-24T23:08:45.000000","44.1696","-78.6522","43.223404","-80.040932","43.623753","-76.893456","44.693493","-80.440529","45.093555","-77.213867","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190124T230820_20190124T230845_025626_02D84E_7D45.zip","865.2411918640137","None","None","0","S1A_IWDV_0140_0145_025626_004",""
"S1A_IW_GRDH_1SDV_20190112T230821_20190112T230845_025451_02D1EA_DA15","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25451","4","140","2019-01-12T23:08:45.000000","2019-01-12T23:08:21.000000","GRD_HD","2019-01-12T23:08:21.000000","2019-01-12T23:08:45.000000","44.1699","-78.6526","43.2234","-80.041237","43.623787","-76.893898","44.694035","-80.440941","45.094131","-77.214401","None","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20190112T230821_20190112T230845_025451_02D1EA_DA15.zip","846.391167640686","None","None","0","S1A_IWDV_0140_0145_025451_004",""
